rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
15174	SDC2	syndecan 2	626	1	496	0	1	0	1	0	2	2	2	9.716712e-01	1	7.830000e-01	9.995949e-01	1
15175	DHTKD1	dehydrogenase E1 and transketolase domain containing 1	2827	5	177	3	3	1	0	0	4	4	4	9.717372e-01	1	6.750000e-01	9.995968e-01	1
15176	C1orf125	chromosome 1 open reading frame 125	3535	0	550	1	6	0	1	0	7	7	7	9.717384e-01	1	6.820000e-01	9.995968e-01	1
15177	LCOR	ligand dependent nuclear receptor corepressor	1355	12	392	0	7	0	0	0	7	4	7	9.717541e-01	1	5.400000e-01	9.995973e-01	1
15178	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)	1518	2	1339	1	0	0	0	1	1	1	1	9.995980e-01	NaN	NaN	9.995980e-01	1
15179	CYFIP1	cytoplasmic FMR1 interacting protein 1	4266	1	333	7	9	0	0	0	9	8	9	9.717851e-01	1	5.970000e-01	9.995982e-01	1
15180	CNGA3	cyclic nucleotide gated channel alpha 3	2121	1	179	1	3	0	2	0	5	4	5	9.719231e-01	1	9.820000e-01	9.996021e-01	1
15181	CCDC64	coiled-coil domain containing 64	1757	9	263	5	2	0	0	0	2	2	2	9.719362e-01	1	8.550000e-01	9.996025e-01	1
15182	KIAA0319L	KIAA0319-like	3538	1	334	1	3	0	1	0	4	4	4	9.720269e-01	1	8.950000e-01	9.996051e-01	1
15183	KCNB1	potassium voltage-gated channel, Shab-related subfamily, member 1	2585	0	331	2	3	0	0	1	4	4	4	9.720840e-01	1	6.100000e-01	9.996067e-01	1
15184	PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)	938	2	145	2	1	0	0	0	1	1	1	9.996075e-01	NaN	NaN	9.996075e-01	1
15185	PM20D1	peptidase M20 domain containing 1	1560	8	53	2	5	0	0	0	5	4	5	9.721588e-01	1	9.160000e-01	9.996088e-01	1
15186	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	2697	0	154	1	2	0	0	0	2	2	2	9.721652e-01	1	9.320000e-01	9.996090e-01	1
15187	ZNF549	zinc finger protein 549	1896	4	46	1	2	0	0	0	2	2	2	9.722134e-01	1	9.210000e-01	9.996103e-01	1
15188	ATAD3A	ATPase family, AAA domain containing 3A	1967	3	72	0	3	0	0	0	3	2	3	9.723536e-01	1	6.590000e-01	9.996143e-01	1
15189	FAR1	fatty acyl CoA reductase 1	1592	3	193	0	2	0	0	0	2	2	2	9.724168e-01	1	6.530000e-01	9.996160e-01	1
15190	C22orf28	chromosome 22 open reading frame 28	1692	4	69	0	1	0	1	0	2	2	2	9.724655e-01	1	5.930000e-01	9.996174e-01	1
15191	DBN1	drebrin 1	2103	4	56	0	2	0	0	0	2	2	2	9.725035e-01	1	6.750000e-01	9.996185e-01	1
15192	PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta	1638	1	613	2	2	0	1	0	3	3	3	9.725787e-01	1	2.490000e-01	9.996206e-01	1
15193	FOXD3	forkhead box D3	1439	5	13	1	1	0	0	0	1	1	1	9.996210e-01	NaN	NaN	9.996210e-01	1
15194	HIRA	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	3260	0	216	3	3	0	0	0	3	2	3	9.726786e-01	1	7.150000e-01	9.996233e-01	1
15195	KIF1B	kinesin family member 1B	6985	2	376	1	6	1	0	0	7	7	7	9.726999e-01	1	4.650000e-01	9.996239e-01	1
15196	NCOA3	nuclear receptor coactivator 3	4403	0	723	2	11	1	0	0	12	11	12	9.727060e-01	1	5.510000e-01	9.996241e-01	1
15197	USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	4337	6	105	2	3	1	2	0	6	6	6	9.727551e-01	1	8.610000e-01	9.996254e-01	1
15198	SETBP1	SET binding protein 1	5013	1	1168	6	18	0	2	0	20	17	20	9.727616e-01	1	3.680000e-01	9.996256e-01	1
15199	FIGN	fidgetin	2296	0	952	4	11	0	1	2	14	13	14	9.727837e-01	1	6.300000e-01	9.996262e-01	1
15200	CENPE	centromere protein E, 312kDa	8300	1	167	4	8	0	1	1	10	10	10	9.727907e-01	1	9.180000e-01	9.996264e-01	1
15201	ACPL2	acid phosphatase-like 2	1485	1	161	2	2	0	0	0	2	2	2	9.728091e-01	1	6.400000e-01	9.996269e-01	1
15202	TPRG1L	tumor protein p63 regulated 1-like	837	13	21	0	1	0	0	0	1	1	1	9.996283e-01	NaN	NaN	9.996283e-01	1
15203	SNED1	sushi, nidogen and EGF-like domains 1	4365	8	251	5	4	0	3	1	8	8	8	9.729907e-01	1	5.930000e-01	9.996319e-01	1
15204	FOXA1	forkhead box A1	1425	0	39	9	7	0	0	0	7	5	7	9.730146e-01	1	9.640000e-01	9.996326e-01	1
15205	C10orf114	chromosome 10 open reading frame 114	418	4	21	0	1	0	0	0	1	1	1	9.996341e-01	NaN	NaN	9.996341e-01	1
15206	HIPK1	homeodomain interacting protein kinase 1	3813	4	125	3	3	1	0	0	4	4	4	9.730953e-01	1	5.140000e-01	9.996348e-01	1
15207	AK5	adenylate kinase 5	1743	0	874	1	4	0	1	0	5	5	5	9.731215e-01	1	9.740000e-01	9.996355e-01	1
15208	PI4K2B	phosphatidylinositol 4-kinase type 2 beta	1482	1	119	0	2	0	1	0	3	3	3	9.731244e-01	1	5.390000e-01	9.996356e-01	1
15209	ZNF585A	zinc finger protein 585A	2185	0	77	1	4	0	0	0	4	4	4	9.732330e-01	1	4.600000e-01	9.996385e-01	1
15210	SNRPB2	small nuclear ribonucleoprotein polypeptide B''	709	7	37	1	1	0	0	1	2	2	2	9.732681e-01	1	8.970000e-01	9.996395e-01	1
15211	C7	complement component 7	2600	0	289	1	6	0	0	0	6	6	6	9.732864e-01	1	6.260000e-01	9.996400e-01	1
15212	ELOVL6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	824	3	403	1	2	0	0	0	2	2	2	9.733219e-01	1	4.120000e-01	9.996409e-01	1
15213	SLC38A4	solute carrier family 38, member 4	1707	0	192	0	2	0	0	0	2	2	2	9.733452e-01	1	7.710000e-01	9.996416e-01	1
15214	ABCA9	ATP-binding cassette, sub-family A (ABC1), member 9	5027	0	224	5	8	0	2	0	10	8	10	9.733791e-01	1	7.200000e-01	9.996425e-01	1
15215	ST6GAL2	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2	1709	0	539	2	13	0	0	0	13	13	13	9.733824e-01	1	9.930000e-01	9.996426e-01	1
15216	FAM116B	family with sequence similarity 116, member B	1731	0	62	2	2	0	0	0	2	2	2	9.734041e-01	1	5.600000e-01	9.996432e-01	1
15217	METTL13	methyltransferase like 13	2136	5	48	0	2	0	1	0	3	3	3	9.734211e-01	1	8.280000e-01	9.996436e-01	1
15218	C6orf167	chromosome 6 open reading frame 167	3828	0	432	5	7	0	0	1	8	7	8	9.734668e-01	1	7.710000e-01	9.996448e-01	1
15219	FAM71B	family with sequence similarity 71, member B	1826	8	16	1	3	1	0	0	4	4	4	9.734883e-01	1	7.380000e-01	9.996454e-01	1
15220	GAL3ST1	galactose-3-O-sulfotransferase 1	1296	0	38	4	2	0	0	0	2	2	2	9.734993e-01	1	1.210000e-01	9.996457e-01	1
15221	FAM55D	family with sequence similarity 55, member D	1663	0	118	3	4	0	0	0	4	4	4	9.735418e-01	1	8.380000e-01	9.996469e-01	1
15222	CYP19A1	cytochrome P450, family 19, subfamily A, polypeptide 1	1565	0	414	1	1	1	0	0	2	2	2	9.736092e-01	1	1.930000e-01	9.996487e-01	1
15223	ZNF727	zinc finger protein 727	1510	0	236	3	9	0	0	0	9	9	9	9.736256e-01	1	7.090000e-01	9.996491e-01	1
15224	SSTR1	somatostatin receptor 1	1196	1	48	2	6	0	1	0	7	7	7	9.736404e-01	1	7.570000e-01	9.996495e-01	1
15225	SNX11	sorting nexin 11	855	6	51	1	3	0	0	0	3	3	3	9.736687e-01	1	6.590000e-01	9.996502e-01	1
15226	CHRNA9	cholinergic receptor, nicotinic, alpha 9	1460	11	51	1	1	0	0	0	1	1	1	9.996507e-01	NaN	NaN	9.996507e-01	1
15227	C3orf39	chromosome 3 open reading frame 39	1754	2	92	1	3	0	0	0	3	3	3	9.739552e-01	1	6.790000e-01	9.996579e-01	1
15228	BOC	Boc homolog (mouse)	3433	2	187	1	6	0	0	0	6	6	6	9.739654e-01	1	4.720000e-01	9.996581e-01	1
15229	CASQ1	calsequestrin 1 (fast-twitch, skeletal muscle)	1235	9	32	0	2	0	0	0	2	2	2	9.741015e-01	1	3.030000e-01	9.996617e-01	1
15230	HCN3	hyperpolarization activated cyclic nucleotide-gated potassium channel 3	2358	1	31	1	3	0	0	0	3	3	3	9.741742e-01	1	6.780000e-01	9.996636e-01	1
15231	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	3717	2	664	2	4	1	2	0	7	7	7	9.741846e-01	1	6.140000e-01	9.996639e-01	1
15232	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	1630	8	207	0	5	0	1	0	6	6	6	9.742082e-01	1	8.140000e-01	9.996645e-01	1
15233	ARSA	arylsulfatase A	1568	29	12	0	1	0	1	0	2	2	2	9.996647e-01	NaN	NaN	9.996647e-01	1
15234	STARD6	StAR-related lipid transfer (START) domain containing 6	682	9	69	0	1	0	0	0	1	1	1	9.996662e-01	NaN	NaN	9.996662e-01	1
15235	MSI2	musashi homolog 2 (Drosophila)	1139	0	1208	0	1	0	0	0	1	1	1	9.996702e-01	NaN	NaN	9.996702e-01	1
15236	LYRM7	Lyrm7 homolog (mouse)	333	7	102	0	1	0	0	0	1	1	1	9.996712e-01	NaN	NaN	9.996712e-01	1
15237	TTLL11	tubulin tyrosine ligase-like family, member 11	2516	0	690	1	5	0	0	0	5	5	5	9.744748e-01	1	9.460000e-01	9.996714e-01	1
15238	AS3MT	arsenic (+3 oxidation state) methyltransferase	1171	3	81	1	2	0	0	0	2	2	2	9.745269e-01	1	9.880000e-01	9.996728e-01	1
15239	TGFB2	transforming growth factor, beta 2	1360	0	402	1	1	0	0	1	2	2	2	9.745568e-01	1	5.290000e-01	9.996735e-01	1
15240	SLC17A5	solute carrier family 17 (anion/sugar transporter), member 5	1528	4	153	2	2	0	0	0	2	2	2	9.745785e-01	1	6.980000e-01	9.996741e-01	1
15241	SSTR4	somatostatin receptor 4	1171	0	27	3	7	0	0	0	7	7	7	9.746026e-01	1	9.590000e-01	9.996747e-01	1
15242	PRDM6	PR domain containing 6	1821	0	417	3	5	0	1	0	6	6	6	9.746131e-01	1	3.950000e-01	9.996750e-01	1
15243	CLVS1	clavesin 1	1095	1	732	0	1	0	0	0	1	1	1	9.996753e-01	NaN	NaN	9.996753e-01	1
15244	WDR75	WD repeat domain 75	2575	6	97	0	4	0	1	1	6	6	6	9.746957e-01	1	5.780000e-01	9.996771e-01	1
15245	TMEM200C	transmembrane protein 200C	1870	0	27	5	7	0	0	1	8	8	8	9.747229e-01	1	9.120000e-01	9.996778e-01	1
15246	ZNF32	zinc finger protein 32	843	7	22	0	1	0	0	0	1	1	1	9.996793e-01	NaN	NaN	9.996793e-01	1
15247	C4orf48	chromosome 4 open reading frame 48	404	16	11	1	0	0	0	1	1	1	1	9.996870e-01	NaN	NaN	9.996870e-01	1
15248	PRKAR2A	protein kinase, cAMP-dependent, regulatory, type II, alpha	1257	7	248	1	1	0	0	0	1	1	1	9.996875e-01	NaN	NaN	9.996875e-01	1
15249	CLVS2	clavesin 2	1009	0	304	4	6	0	0	0	6	5	6	9.752554e-01	1	9.690000e-01	9.996913e-01	1
15250	PATL1	protein associated with topoisomerase II homolog 1 (yeast)	2386	1	106	5	2	0	0	0	2	2	2	9.754395e-01	1	5.210000e-01	9.996959e-01	1
15251	FAM160A1	family with sequence similarity 160, member A1	3183	1	1009	3	8	0	1	0	9	9	9	9.754865e-01	1	4.180000e-01	9.996971e-01	1
15252	LRRC50	leucine rich repeat containing 50	2232	1	105	2	8	0	0	0	8	8	8	9.755040e-01	1	6.220000e-01	9.996975e-01	1
15253	PDZD2	PDZ domain containing 2	8615	1	833	4	14	0	1	0	15	15	15	9.755811e-01	1	8.490000e-01	9.996994e-01	1
15254	DOCK5	dedicator of cytokinesis 5	5817	0	942	2	14	0	1	1	16	14	16	9.756148e-01	1	3.290000e-01	9.997002e-01	1
15255	FAM198B	family with sequence similarity 198, member B	1694	0	325	4	6	0	1	0	7	7	7	9.756476e-01	1	8.620000e-01	9.997010e-01	1
15256	ACSS3	acyl-CoA synthetase short-chain family member 3	2123	0	1110	0	8	2	3	0	13	13	13	9.756839e-01	1	8.030000e-01	9.997019e-01	1
15257	CNBP	CCHC-type zinc finger, nucleic acid binding protein	564	16	50	0	2	0	0	0	2	2	2	9.757451e-01	1	6.580000e-01	9.997034e-01	1
15258	PRKAG2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	1771	1	989	1	4	0	0	0	4	4	4	9.757592e-01	1	1	9.997038e-01	1
15259	DPP9	dipeptidyl-peptidase 9	2767	7	143	3	4	0	1	0	5	5	5	9.757630e-01	1	9.490000e-01	9.997039e-01	1
15260	HECTD2	HECT domain containing 2	2435	1	331	1	4	0	0	1	5	4	5	9.758031e-01	1	7.310000e-01	9.997049e-01	1
15261	RAP1GAP	RAP1 GTPase activating protein	2377	2	190	3	2	0	0	0	2	2	2	9.758769e-01	1	8.990000e-01	9.997067e-01	1
15262	YARS2	tyrosyl-tRNA synthetase 2, mitochondrial	1454	12	27	0	1	0	0	0	1	1	1	9.997087e-01	NaN	NaN	9.997087e-01	1
15263	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)	4803	0	184	3	3	0	0	2	5	5	5	9.759738e-01	1	9.540000e-01	9.997090e-01	1
15264	SLC13A1	solute carrier family 13 (sodium/sulfate symporters), member 1	1846	0	620	3	11	1	1	0	13	12	13	9.760367e-01	1	6.720000e-01	9.997106e-01	1
15265	C10orf90	chromosome 10 open reading frame 90	2135	0	555	7	9	0	0	0	9	9	9	9.760561e-01	1	5.530000e-01	9.997110e-01	1
15266	RNLS	renalase, FAD-dependent amine oxidase	1128	0	717	1	2	1	0	0	3	3	3	9.760661e-01	1	6.690000e-01	9.997113e-01	1
15267	TMTC3	transmembrane and tetratricopeptide repeat containing 3	3048	0	177	2	4	0	0	0	4	4	4	9.760815e-01	1	6.340000e-01	9.997116e-01	1
15268	HRH2	histamine receptor H2	1215	9	109	0	7	0	0	0	7	6	7	9.761191e-01	1	9.650000e-01	9.997126e-01	1
15269	ALDH1A2	aldehyde dehydrogenase 1 family, member A2	1609	0	480	1	4	0	0	0	4	4	4	9.761531e-01	1	9.210000e-01	9.997134e-01	1
15270	GABRQ	gamma-aminobutyric acid (GABA) receptor, theta	1935	0	53	1	2	0	0	0	2	2	2	9.761795e-01	1	6.880000e-01	9.997140e-01	1
15271	FARSB	phenylalanyl-tRNA synthetase, beta subunit	1836	3	226	2	1	0	1	0	2	2	2	9.761876e-01	1	4.670000e-01	9.997142e-01	1
15272	C2orf67	chromosome 2 open reading frame 67	3021	0	457	1	5	0	0	0	5	5	5	9.762239e-01	1	7.610000e-01	9.997151e-01	1
15273	MCM5	minichromosome maintenance complex component 5	2276	6	78	3	5	0	2	0	7	7	7	9.762301e-01	1	6.300000e-01	9.997152e-01	1
15274	ZFAT	zinc finger and AT hook domain containing	3808	0	673	1	8	0	0	0	8	8	8	9.762805e-01	1	4.650000e-01	9.997164e-01	1
15275	HOXD11	homeobox D11	1021	0	27	6	2	0	0	0	2	2	2	9.763080e-01	1	7.210000e-01	9.997171e-01	1
15276	POLE4	polymerase (DNA-directed), epsilon 4 (p12 subunit)	370	5	39	1	3	0	0	0	3	3	3	9.763543e-01	1	8.490000e-01	9.997182e-01	1
15277	YLPM1	YLP motif containing 1	6524	0	202	1	7	1	1	0	9	8	9	9.764119e-01	1	9.480000e-01	9.997196e-01	1
15278	MARCKSL1	MARCKS-like 1	595	20	11	2	1	0	0	1	2	2	2	9.764173e-01	1	5.830000e-01	9.997197e-01	1
15279	HTR4	5-hydroxytryptamine (serotonin) receptor 4	1497	1	765	1	1	0	0	0	1	1	1	9.997200e-01	NaN	NaN	9.997200e-01	1
15280	ASCC1	activating signal cointegrator 1 complex subunit 1	1123	7	305	1	2	0	0	0	2	2	2	9.997204e-01	NaN	NaN	9.997204e-01	1
15281	ESRRB	estrogen-related receptor beta	1581	3	442	7	5	0	0	0	5	4	5	9.764840e-01	1	6.790000e-01	9.997213e-01	1
15282	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	2781	5	503	2	5	0	0	0	5	5	5	9.765327e-01	1	8.190000e-01	9.997225e-01	1
15283	FAM19A5	family with sequence similarity 19 (chemokine (C-C motif)-like), member A5	505	0	1091	0	1	0	0	0	1	1	1	9.997240e-01	NaN	NaN	9.997240e-01	1
15284	EFR3A	EFR3 homolog A (S. cerevisiae)	2554	1	319	1	6	0	0	0	6	6	6	9.766662e-01	1	9.700000e-01	9.997256e-01	1
15285	PLCXD3	phosphatidylinositol-specific phospholipase C, X domain containing 3	977	0	1045	2	7	0	0	1	8	8	8	9.766868e-01	1	9.480000e-01	9.997261e-01	1
15286	WDR70	WD repeat domain 70	2037	1	1047	2	3	0	1	1	5	5	5	9.767254e-01	1	8.120000e-01	9.997270e-01	1
15287	COLEC12	collectin sub-family member 12	2265	0	676	7	6	1	0	0	7	6	7	9.767616e-01	1	8.140000e-01	9.997279e-01	1
15288	MCOLN2	mucolipin 2	1755	8	204	3	1	0	0	0	1	1	1	9.997286e-01	NaN	NaN	9.997286e-01	1
15289	ZNF560	zinc finger protein 560	2419	1	144	4	6	0	0	0	6	6	6	9.768273e-01	1	9.830000e-01	9.997294e-01	1
15290	RIN2	Ras and Rab interactor 2	2732	3	340	3	5	0	0	0	5	5	5	9.768507e-01	1	4.090000e-01	9.997300e-01	1
15291	CEACAM20	carcinoembryonic antigen-related cell adhesion molecule 20	1840	1	121	0	2	0	1	0	3	3	3	9.769247e-01	1	4.190000e-01	9.997317e-01	1
15292	DACT1	dapper, antagonist of beta-catenin, homolog 1 (Xenopus laevis)	2526	3	35	1	5	0	0	0	5	5	5	9.769715e-01	1	9.130000e-01	9.997328e-01	1
15293	GALNTL1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1	1743	0	299	1	2	0	0	0	2	2	2	9.770253e-01	1	7.340000e-01	9.997340e-01	1
15294	ANO4	anoctamin 4	2873	0	1551	2	11	2	2	0	15	15	15	9.770575e-01	1	5.840000e-01	9.997348e-01	1
15295	ZNF823	zinc finger protein 823	1849	4	45	4	2	0	0	0	2	2	2	9.770750e-01	1	6.570000e-01	9.997352e-01	1
15296	OR2G6	olfactory receptor, family 2, subfamily G, member 6	951	0	12	0	2	0	0	0	2	2	2	9.770876e-01	1	9.260000e-01	9.997355e-01	1
15297	RUFY2	RUN and FYVE domain containing 2	2112	9	177	2	2	1	0	0	3	3	3	9.771627e-01	1	5.830000e-01	9.997372e-01	1
15298	GHR	growth hormone receptor	1955	0	1403	0	10	1	0	1	12	12	12	9.771694e-01	1	5.240000e-01	9.997374e-01	1
15299	GPATCH2	G patch domain containing 2	1656	0	930	2	5	0	2	0	7	7	7	9.771882e-01	1	5.290000e-01	9.997378e-01	1
15300	FOLH1B	folate hydrolase 1B	1388	0	328	0	0	0	2	0	2	2	2	9.997381e-01	NaN	NaN	9.997381e-01	1
15301	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	1903	1	31	3	2	0	0	0	2	2	2	9.772357e-01	1	9.730000e-01	9.997389e-01	1
15302	NPFFR2	neuropeptide FF receptor 2	1597	0	638	5	9	0	1	0	10	10	10	9.772410e-01	1	5.270000e-01	9.997390e-01	1
15303	C2orf55	chromosome 2 open reading frame 55	2931	1	432	2	7	0	1	1	9	9	9	9.772564e-01	1	1	9.997394e-01	1
15304	JRK	jerky homolog (mouse)	1810	2	46	2	2	0	0	0	2	2	2	9.772740e-01	1	4.400000e-01	9.997398e-01	1
15305	APOOL	apolipoprotein O-like	842	3	379	2	1	0	0	0	1	1	1	9.997404e-01	NaN	NaN	9.997404e-01	1
15306	FBXO18	F-box protein, helicase, 18	3853	3	140	3	6	0	0	0	6	6	6	9.774428e-01	1	7.810000e-01	9.997437e-01	1
15307	SAMD5	sterile alpha motif domain containing 5	530	0	300	0	3	0	0	0	3	3	3	9.775298e-01	1	7.730000e-01	9.997456e-01	1
15308	RSC1A1	regulatory solute carrier protein, family 1, member 1	1857	5	5	3	2	0	0	0	2	2	2	9.775405e-01	1	9.830000e-01	9.997459e-01	1
15309	SEPP1	selenoprotein P, plasma, 1	1272	2	40	1	2	0	0	0	2	2	2	9.775888e-01	1	9.010000e-01	9.997470e-01	1
15310	C12orf51	chromosome 12 open reading frame 51	13036	0	561	12	17	0	2	1	20	19	20	9.776130e-01	1	6.730000e-01	9.997475e-01	1
15311	SCARF2	scavenger receptor class F, member 2	2653	10	39	2	7	2	0	1	10	8	10	9.776216e-01	1	9.710000e-01	9.997477e-01	1
15312	CHN2	chimerin (chimaerin) 2	1623	1	1014	3	2	1	1	0	4	4	4	9.776420e-01	1	6.530000e-01	9.997482e-01	1
15313	DDC	dopa decarboxylase (aromatic L-amino acid decarboxylase)	1517	1	328	2	2	0	0	0	2	2	2	9.776469e-01	1	7.850000e-01	9.997483e-01	1
15314	PNPT1	polyribonucleotide nucleotidyltransferase 1	2462	1	152	1	1	0	1	0	2	2	2	9.776620e-01	1	9.880000e-01	9.997486e-01	1
15315	ZNF454	zinc finger protein 454	1600	12	93	2	4	0	1	0	5	5	5	9.776854e-01	1	7.260000e-01	9.997492e-01	1
15316	NFIL3	nuclear factor, interleukin 3 regulated	1395	15	44	0	1	0	0	0	1	1	1	9.997498e-01	NaN	NaN	9.997498e-01	1
15317	C22orf9	chromosome 22 open reading frame 9	1335	11	123	0	1	0	0	0	1	1	1	9.997506e-01	NaN	NaN	9.997506e-01	1
15318	C5orf28	chromosome 5 open reading frame 28	665	9	123	0	3	0	0	0	3	3	3	9.777822e-01	1	7.220000e-01	9.997513e-01	1
15319	DSG1	desmoglein 1	3206	0	195	6	11	0	0	0	11	11	11	9.778730e-01	1	8.140000e-01	9.997534e-01	1
15320	ECHDC3	enoyl Coenzyme A hydratase domain containing 3	930	4	87	1	4	0	0	0	4	4	4	9.779043e-01	1	7.650000e-01	9.997541e-01	1
15321	PRSS23	protease, serine, 23	1163	14	37	1	1	0	0	0	1	1	1	9.997542e-01	NaN	NaN	9.997542e-01	1
15322	PRICKLE1	prickle homolog 1 (Drosophila)	2543	0	403	3	4	0	1	0	5	5	5	9.779182e-01	1	9.810000e-01	9.997544e-01	1
15323	SSH2	slingshot homolog 2 (Drosophila)	4331	0	810	3	2	0	1	2	5	5	5	9.779290e-01	1	7.660000e-01	9.997546e-01	1
15324	KCNN1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	1680	3	136	3	2	0	0	0	2	2	2	9.779692e-01	1	9.080000e-01	9.997555e-01	1
15325	UPP2	uridine phosphorylase 2	1162	0	568	0	3	0	1	0	4	4	4	9.780135e-01	1	6.940000e-01	9.997565e-01	1
15326	HERC3	hect domain and RLD 3	3803	2	293	4	2	0	2	0	4	4	4	9.780998e-01	1	4.120000e-01	9.997584e-01	1
15327	RALGAPB	Ral GTPase activating protein, beta subunit (non-catalytic)	4601	7	248	1	8	0	1	0	9	7	9	9.781479e-01	1	5.820000e-01	9.997595e-01	1
15328	APP	amyloid beta (A4) precursor protein (peptidase nexin-II, Alzheimer disease)	2382	0	1144	1	9	0	1	0	10	10	10	9.781770e-01	1	8.590000e-01	9.997601e-01	1
15329	MYO1D	myosin ID	3107	6	1054	3	5	2	0	0	7	7	7	9.781848e-01	1	7.900000e-01	9.997603e-01	1
15330	TMEM108	transmembrane protein 108	1762	0	1076	0	4	1	0	0	5	5	5	9.782427e-01	1	9.820000e-01	9.997616e-01	1
15331	RECK	reversion-inducing-cysteine-rich protein with kazal motifs	2998	9	201	0	2	0	1	0	3	3	3	9.782977e-01	1	6.920000e-01	9.997628e-01	1
15332	CDK15	cyclin-dependent kinase 15	1216	5	268	0	2	0	0	0	2	2	2	9.783119e-01	1	8.570000e-01	9.997631e-01	1
15333	HS6ST2	heparan sulfate 6-O-sulfotransferase 2	1723	0	969	0	6	1	0	0	7	7	7	9.783356e-01	1	5.190000e-01	9.997636e-01	1
15334	ATP5J	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F6	387	10	37	0	2	0	1	0	3	3	3	9.783721e-01	1	9.200000e-01	9.997644e-01	1
15335	OR51B2	olfactory receptor, family 51, subfamily B, member 2	943	3	36	0	4	0	0	0	4	4	4	9.783949e-01	1	9.780000e-01	9.997649e-01	1
15336	MX1	myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse)	2095	4	107	1	2	0	0	0	2	2	2	9.784093e-01	1	8.660000e-01	9.997652e-01	1
15337	SPRED2	sprouty-related, EVH1 domain containing 2	1301	0	612	2	1	0	0	0	1	1	1	9.997659e-01	NaN	NaN	9.997659e-01	1
15338	EGLN2	egl nine homolog 2 (C. elegans)	1256	13	29	0	1	0	1	1	3	3	3	9.784780e-01	1	6.850000e-01	9.997667e-01	1
15339	KARS	lysyl-tRNA synthetase	2570	2	70	1	1	0	0	0	1	1	1	9.997676e-01	NaN	NaN	9.997676e-01	1
15340	SDPR	serum deprivation response (phosphatidylserine binding protein)	1286	4	51	1	4	0	0	0	4	4	4	9.785214e-01	1	6.470000e-01	9.997677e-01	1
15341	SLC27A6	solute carrier family 27 (fatty acid transporter), member 6	1896	0	403	3	7	0	0	0	7	7	7	9.785816e-01	1	9.410000e-01	9.997690e-01	1
15342	SEZ6L	seizure related 6 homolog (mouse)-like	3141	2	603	1	10	1	0	0	11	11	11	9.786085e-01	1	8.420000e-01	9.997696e-01	1
15343	RAP1GDS1	RAP1, GTP-GDP dissociation stimulator 1	1883	0	521	0	3	0	0	0	3	3	3	9.787492e-01	1	6.130000e-01	9.997726e-01	1
15344	POLK	polymerase (DNA directed) kappa	2877	0	225	2	3	0	0	0	3	3	3	9.788210e-01	1	9.990000e-01	9.997741e-01	1
15345	RNASEH2C	ribonuclease H2, subunit C	857	31	11	1	1	0	0	0	1	1	1	9.997747e-01	NaN	NaN	9.997747e-01	1
15346	CACNG5	calcium channel, voltage-dependent, gamma subunit 5	1160	3	38	1	2	0	0	0	2	2	2	9.789123e-01	1	7.220000e-01	9.997761e-01	1
15347	ATP2C2	ATPase, Ca++ transporting, type 2C, member 2	2947	1	330	6	5	1	1	0	7	6	7	9.789235e-01	1	9.440000e-01	9.997763e-01	1
15348	ANO5	anoctamin 5	2826	0	684	4	13	0	4	0	17	17	17	9.789269e-01	1	8.420000e-01	9.997764e-01	1
15349	ZNF195	zinc finger protein 195	1913	5	57	0	3	0	0	0	3	3	3	9.790257e-01	1	3.790000e-01	9.997785e-01	1
15350	ZNF649	zinc finger protein 649	1542	4	49	1	4	0	0	0	4	4	4	9.790469e-01	1	9.950000e-01	9.997789e-01	1
15351	SYT2	synaptotagmin II	1305	2	315	2	1	0	1	1	3	3	3	9.791806e-01	1	2.350000e-01	9.997818e-01	1
15352	C14orf37	chromosome 14 open reading frame 37	2359	4	511	2	5	0	0	0	5	5	5	9.792808e-01	1	4.770000e-01	9.997839e-01	1
15353	PADI3	peptidyl arginine deiminase, type III	2058	4	107	1	2	1	0	0	3	3	3	9.793112e-01	1	9.310000e-01	9.997845e-01	1
